Category,Date,Study,Study Link,Journal,Design,Sample,Study Population,Sample Text,Matches,Entry
Proportion asymptomatic,2020-03-06,Modeling the Control of COVID-19: Impact of Policy Interventions and Meteorological Factors,https://doi.org/,ArXiv,Modeling,2.0,"Data preparation On January 23, 2020, China CDC and each provincial CDC started to publish the epidemic data in their official websites, we collect these data up to February 19 for parameter estimation.","Due to the different circumstance inside and outside Hubei Province, the estimation and prediction are investigated for the two cases.","Once infected, the proportion of becoming symptomatic is ρ and asymptomatic is 1 − ρ.

Diagnostic rate of asymptomatic and symptomatic infectious are A and I .",2020-05-01
Proportion asymptomatic,2020-02-28,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus,https://doi.org/10.1186/s40249-020-00640-3,Infect Dis Poverty,Modeling,45.0,"The reported cases of SARS-CoV-2, which have been named as COVID-19, were collected for the modelling study from a published literature .","Thus, ω P = ω' P = 0.1923. b) There is a mean 5-day delay from symptom onset to detection/hospitalization of a case (the cases detected in Thailand and Japan were hospitalized from 3 to 7 days after onset, respectively) The duration from illness onset to first medical visit for the 45 patients with illness onset before January 1 was estimated to have a mean of 5.8 days (95% CI: 4.3-7.5) .","The proportion of asymptomatic infection was defined as δP.

The proportion of asymptomatic infection was defined as δ P .",2020-03-27
Proportion asymptomatic,2020-02-23,"Estimating the Asymptomatic Proportion of 2019 Novel Coronavirus onboard the Princess Cruises Ship, 2020",https://doi.org/10.1101/2020.02.20.20025866,medrxiv,Modeling,,"Soon after identification of the first infections, both symptomatic and asymptomatic cases were transported to designated medical facilities specialized in infectious diseases in Japan.","Soon after identification of the first infections, both symptomatic and asymptomatic cases were transported to designated medical facilities specialized in infectious diseases in Japan.",The asymptomatic proportion was defined as the proportion of asymptomatically infected individuals among the total number of infected individuals.,2020-03-27
Proportion asymptomatic,2020-01-19,A mathematical model for simulating the transmission of Wuhan novel Coronavirus,https://doi.org/10.1101/2020.01.19.911669,biorxiv,Modeling,,"AbstractAs reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020.",The parameters of the BHRP model were shown in Table 1 .,The proportion of asymptomatic infection was defined as δ P .,2020-03-27
Range incubation periods days,2020-06-30,COVID-19 pathophysiology: A review,https://doi.org/10.1016/j.clim.2020.108427,Clinical Immunology,Other,2134.0,The risk factors of in-hospital death were studied using the data of two hospitals in Wuhan.,"In the report of 2134 pediatric patients with COVID-19 from the China CDC, 4.4%, 50.9%, 38.8%, and 5.9% of patients were diagnosed as asymptomatic, mild, moderate, or severe, respectively .",The mean incubation period was 5.2 days.,2020-05-12
Range incubation periods days,2020-06-30,Epidemiology and clinical features of COVID-19: A review of current literature,https://doi.org/10.1016/j.jcv.2020.104357,Journal of Clinical Virology,Other,10.0,Evaluation of all positive cases from mainland China showed 3.8 % being from healthcare workers (1716/44672) .,tested 445 people that were in close contact (at least 6 feet from the source for a minimum of 10 min) with 10 COVID-19-confirmed patients.,"The mean incubation period is about 3–9 days , with a range between 0–24 days (Fig.",2020-05-12
Range incubation periods days,2020-05-31,Outbreak of a new coronavirus: what anaesthetists should know,https://doi.org/10.1016/j.bja.2020.02.008,British Journal of Anaesthesia,Other,251.0,"In December 2019, an outbreak of pneumonia of unknown origin developed in Wuhan of Hubei Province, China.","15 In Canada, a final count of 251 cases of SARS was confirmed; 43% of them were healthcare workers, the majority were from Toronto.","10 The average incubation period is 5 days, but it ranges from 1 to 14 days.",2020-05-12
Range incubation periods days,2020-05-05,Warmer weather and global trends in the coronavirus COVID-19,https://doi.org/10.1101/2020.04.28.20084004,medrxiv,Modeling,1836.0,"The outbreak of COVID-19 was mainly in China, South Korea, Iran and Italy around 30°N before March 2020, and spread to almost all parts of the world after March 10 (Fig.","For example, according to the epidemiological survey data in Guangdong and Sichuan provinces (China) 16 , among all the 1,836 cases, 1,308 cases were associated with 344 times of aggregation (1 person infected 3 people), and about 3/4 of the cases confirmed were mainly in the family.","The incubation period and infection period (d i ) were set at 4 days 23 and 3 days, respectively.",2020-05-12
Range incubation periods days,2020-05-04,Practical recommendations for the perioperative management of patients with suspicion or serious infection by coronavirus SARS-CoV,https://doi.org/10.1016/j.redare.2020.03.002,Revista Española de Anestesiología y Reanimación (English Edition),Other,,"Abstract In December 2019, the Wuhan Municipal Health and health Commission (Hubei Province, China) reported a series of cases of pneumonia of unknown aetiology.","In clinical trials in animals infected with MERS-CoV, both viraemia and lung damage were significantly reduced compared to controls A randomised controlled clinical trial is currently underway to evaluate its efficacy and safety in these patients.","The average incubation period was between 5.2 and 12.5 days, 4 although cases with incubation periods of 24 days have been documented.",2020-05-12
Range incubation periods days,2020-05-03,Impact of COVID-19 on maxillofacial surgery practice: a worldwide survey,https://doi.org/10.1016/j.ijom.2020.04.015,International Journal of Oral and Maxillofacial Surgery,Other,4.0,"Responses from Canada, Mexico, and the USA were recorded between March 23, 2020 and March 28, 2020.","This characteristic results in the potential of encountering patients who are positive for COVID-19 but who may still be asymptomatic, or so-called 'carrier' patients 4, 8 .","The incubation period of this virus ranges from 2 to 14 days, with a mean of 5 or 6 days 1,7 .",2020-05-12
Range incubation periods days,2020-04-30,Coronavirus 2019-nCoV: A brief perspective from the front line,https://doi.org/10.1016/j.jinf.2020.02.010,Journal of Infection,Other,24.0,"Abstract A novel coronavirus, designated as 2019-nCoV, hit the central Chinese city of Wuhan in late December 2019, and subsequently spread rapidly to all provinces of China and multiple countries.","18, 24 All suspected patients are recommended to be examined by chest computerized tomography (CT).","The mean incubation time was 3.0 days (range: 0-24.0 days).

The incubation period after infection is generally 4-8 days.",2020-04-10
Range incubation periods days,2020-04-28,Wisconsin April 2020 Election Not Associated with Increase in COVID-19 Infection Rates,https://doi.org/10.1101/2020.04.23.20074575,medrxiv,Retrospective observational,,"Methods: Using the voting age population for the United States (US), WI, and its 3 largest counties, and daily new COVID-19 case reports from various COVID-19 web-based dashboards, daily new case rates were calculated.","There were 1,551,711 absentee ballots cast, but there were 453,222 ballots 11 cast by voters who went to polls to vote and many stood in line for hours.",The median incubation period of the virus is 5 days 10 .,2020-05-01
Range incubation periods days,2020-04-28,Clinical and Transmission Dynamics Characteristics of 406 Children with Coronavirus Disease 2019 in China: A Review,https://doi.org/10.1016/j.jinf.2020.04.030,Journal of Infection,Other,54.0,"From February 1, 2020 to April 3, 2020, 54 Chinese and foreign studies on COVID-19 case data in children were collected， a total of 17 articles including foreign cases, literatures lacking main data, and repeated reports from the same unit were excluded.","From February 1, 2020 to April 3, 2020, 54 Chinese and foreign studies on COVID-19 case data in children were collected， a total of 17 articles including foreign cases, literatures lacking main data, and repeated reports from the same unit were excluded.","The average incubation period is 5-6 days, ranging from 1-14 days 6 .",2020-05-01
Range incubation periods days,2020-04-27,"Epidemiological characteristics and incubation period of 7,015 confirmed cases with Coronavirus Disease 2019 outside Hubei Province in China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197553/,J Infect Dis,Retrospective observational,7015.0,"This retrospective study was conducted with 7,015 COVID-19 cases from January 19 to February 8, 2020 in all provinces of China outside Hubei Province.","This retrospective study was conducted with 7,015 COVID-19 cases from January 19 to February 8, 2020 in all provinces of China outside Hubei Province.","The median incubation period for 2,907 COVID-19 cases was 5 days (2 days, 8 days), and the longest incubation period was 24 days for 1 case.

The median incubation period was 5 days and extended from 2 days on January 23 to 15 days on February 8.",2020-05-12
Range incubation periods days,2020-04-25,COVID-19 pandemic – A focused review for clinicians,https://doi.org/10.1016/j.cmi.2020.04.023,Clinical Microbiology and Infection,Other,61.0,A wealth of data has been generated already on COVID-19 since early January 2020.,The initial clinical case series from China largely comprised of 61 hospitalised patients with severe pneumonia.,The estimated mean incubation period is reported as 3-6 days (range 1.3-11.3) .,2020-05-01
